cluster,name,expertise,statement,id_hash,vector,fname,lname
7,Wynter Howe,Digitalisierung der Politikkommunikation und ihre Auswirkungen auf politische Partizipation und Meinungsbildung,"In meiner wissenschaftlichen Karriere habe ich mich mit dem Einfluss von Social Media auf die politische Kommunikation und die Veränderung der politischen Landschaft befassen. Durch interdisziplinäre Forschungsansätze wie Literaturrecherche, empirische Studien und Fallstudien versuche ich, eine tiefgreifende Erkenntnis über den Einfluss von Social Media auf die politische Partizipation und Meinungsbildung zu gewinnen. Ich bin der Meinung, dass eine verantwortungsvoller Umgang mit Social Media und die Förderung einer informierten politischen Meinungsbildung unbedingt notwendig sind. Meine Arbeit ist es wichtig, die Öffentlichkeit über die Chancen und Risiken der Nutzung von Social Media in der politischen Kommunikation aufzuklären und Empfehlungen für einen verantwortungsvollen Einsatz zu geben.",17ca108f48fe2d8727d8476164989a7d3c3d4fd23c63a2813ce653c0b0856b89,"[0.36693807206448076, -0.24865567738495425, 0.0016662381790704145, -0.005272854904796598, 0.17158204762188242, 0.08739052694748094, -0.00832265750138656, 0.0005290981388173218, 0.03960503909436454, -0.15242561683852276, 0.024279565415079696, 0.3131976352596981, 0.007013519621337963, -0.18156928003459794, -0.062047060695987984, 0.31810888031765444, 0.04125860399186636, -0.1677785456164694, -0.0929719140771944, -0.025052751667181284, 0.020931700357989847, 0.09694881288054803, -0.00015311674491127987, -0.09740494731139593, -0.21867223252011228]",Wynter,Howe
22,Alaric Barnes,"Digitalisierung von Medien, insbesondere Streaming-Dienste und ihre Auswirkung auf die Filmindustrie","Als erfahrener Wissenschaftler mit langjähriger Erfahrung in der Analyse digitaler Medien und ihrer Entwicklungen habe ich mich speziell dem Thema Streaming-Dienste zugewandt, um die Auswirkungen auf die Filmindustrie zu untersuchen. Ich glaube, dass die Veränderungen durch Streaming-Dienste eine neue Phase für die Filmindustrie bedeuten und dass sie sich an den neuen Gegebenheiten anpassen müssen, um ihre Potenziale zu nutzen und die Herausforderungen der zukünftigen Mediengestaltung zu meistern. Es ist wichtig, eine kritische und reflexive Haltung zu beibehallen, um den komplexen Prozessen im Umbruch in der Filmindustrie nachzugehen und die Entwicklungen in Richtung einer nachhaltigen und innovativen Mediengestaltung zu fördern.",579a19823d94dcc829ab5f53300ebb91cd7d3531191e7a46adec65e343de0488,"[0.37226507946190884, -0.08892816767049272, 0.07563935230614048, -0.13712249953924593, 0.06200971068826079, 0.009110885183466463, 0.031124205965454784, -0.1456139792070198, -0.03896044426600653, 0.0779914577964734, 0.007456556617942463, -0.07948271997778604, 0.025240589172845482, 0.18734796171553594, -0.04959179360431376, -0.1023889857791819, -0.16104348594014908, 0.16250630522436027, 0.10081830426753866, 0.18330321913272873, -0.15572368347276777, -0.10984737578526463, -0.26159983532947834, -0.021351968221793118, 0.000728676869260623]",Alaric,Barnes
9,Liliana Ruiz,"Literaturwissenschaft (Lateinamerika, Frauenstudien, Intertextualität)","Ich habe über 20 Jahre in der Literaturwissenschaft für die Darstellung von Frauen in der Literatur Lateinamerikas geforscht. Meine Arbeit konzentriert sich auf die Analyse und Verständnis der Rollenbilder und gesellschaftlichen Vorstellungen von Frauen in diesem Bereich. Außerdem habe ich mich mit dem Thema Intertextualität beschäftigt, um das Verständnis für die Reflexion und Transformation literarischer Traditionen zu fördern. Ich bin ein Förderer der Vielfalt und kulturellen Diversität und engagiere mich dafür, dass die Stimmen von Frauen und unterrepräsentierten Gruppen in unserer Literatur wahrgenommen und respektiert werden.",cdf6892893dd9fb81c79f14f08498a9acc0c8ae9961ace39da0112d009a55234,"[0.37441779773177575, -0.04032696678668879, 0.004725398062798209, -0.0637747503081671, -0.05845016327617927, -0.016944126146532238, -0.005185491285589652, 0.08040944150895628, -0.05848528131238564, -0.12063048290569622, -0.07485887433451119, -0.038798039419780675, -0.19021027015091757, 0.024802124452287813, -0.0951824739676282, -0.07344978681085824, -0.006855157990705907, 0.10055189598616857, -0.0634809715447344, -0.14278215024418142, -0.1969337825965724, 0.19018012205952467, -0.0786910283258366, 0.13115690219199422, 0.02376301495976666]",Liliana,Ruiz
43,Austin Pennington,Digitale Transformation in verschiedenen Branchen,"Ihr Wissenschaftlicher Betreuer ist Dr. Martin Müller, ein erfahrener Forscher und Berater im Bereich der Digitalisierung. Er hat mehr als 15 Jahre Erfahrung in der Analyse digitaler Technologien und ihrer Auswirkungen auf verschiedene Branchen wie Gesundheit, Tourismus und Mittelstand. Sein Fokus liegt darauf, die Chancen und Risiken der Digitalisierung zu erkennen und Lösungsansätze für den Erfolg bei der Umsetzung digitaler Technologien zu entwickeln. In seinen Arbeiten verfolgt er einen interdisziplinären Ansatz und verbindet theoretische Konzepte mit praktischen Fallstudien.",f9b73c1a3be426612242d4f77cf2b013ed0fc16317a05f5a323e8b9dd60d418b,"[0.3327573110088477, 0.3499618897612501, 0.3105815894461841, -0.2252756196321756, 0.35016530638682486, -0.010508290631707665, 0.04592566783526372, -0.03701131480873879, -0.022820474021915234, 0.0021923934904954723, -0.022810854914504575, -0.1196848251742818, -0.11368209646044097, 0.03590466861444638, -0.0734500825378647, 0.062015975696043966, 0.13560414069673737, -0.06903327572649283, 0.06472544686824559, -0.006730689912571286, 0.0025077205328219183, -0.02587759565105692, 0.003489910683161002, -0.11004893261747331, -0.09580790538251828]",Austin,Pennington
41,Yareli Lester,Gesundheitspsychologie mit Schwerpunkt auf der psychischen Gesundheit und Lebensqualität,"Als Gesundheitspsychologe mit einer langjährigen Erfahrung in der Forschung, bin ich spezialisiert auf die Analyse von Faktoren, die positive Einflüsse auf die psychische Gesundheit und Lebensqualität haben. Ich habe in zahlreichen Arbeiten gezeigt, wie Bewegung, Freizeitaktivitäten, Naturerlebnisse und Sozialarbeit positive Auswirkungen auf das Wohlbefinden von Menschen haben können. Meine Forschung konzentriert sich darauf, die Mechanismen zu erforschen, durch die diese Aktivitäten ihre wohlgebende Wirkung entfalten. Ich bin der Ansicht, dass eine gesunde und glückliche Gesellschaft die Integration von diesen positiven Einflüssen in unser Alltag fördern muss, um die Lebensqualität der Bevölkerung zu verbessern.",4afb0e64c61363de865b6dc248b6231ee25d4ba5c7327f175331304a07a6563e,"[0.3993475282578239, -0.14336159275240543, -0.0034565913381591736, -0.05478108429102206, 0.1209434846807869, 0.0916369453130024, -0.2575718713715548, 0.021264703365747453, -0.19257269192847973, -0.041250027019625234, -0.09823947112679887, -0.07732426318715857, -0.11245557131047909, 0.055982501001814525, 0.027376050352809888, -0.05758040061947655, -0.12163805883978482, 0.1358887242957154, -0.09733791029980671, -0.11526861291686298, 0.23784028490206274, 0.0477211296910137, -0.21397050217208327, -0.040365958711937475, 0.15364700211341953]",Yareli,Lester
6,Lee Sandoval,"Telemedizin und Gesundheitswissenschaften, Pflegewissenschaften, Informations- und Kommunikationstechnologie (IKT)","Mit meinem Hintergrund in der Pflegewissenschaft, Telemedizin und IKT bin ich seit Jahren in Forschung und Praxis tätig. Ich habe ein großes Interesse an den Möglichkeiten, die digitale Technologie bei der Verbesserung von Gesundheit und Pflege hat. Meine Forschungsarbeiten beschäftigen sich mit dem Einsatz digitaler Plattformen für pflegerische Kommunikation, Telemedizinische Anwendungen für chronisch Kranke sowie die Verbesserung von telepflegerischen Dienstleistungen. Ich bin der Meinung, dass eine effektive Nutzung von IKT wichtig ist, um die Gesundheitspflege flexibler und zugänglicher zu machen und die Qualität von Pflege- und Gesundheitsdiensten zu verbessern.",08cfab7fb7fa1db66e04013ed8d6d4b59f37a6b083cb0d0f47d80d7abbfb4291,"[0.3927159159876613, -0.046598294741709706, 0.13071474770189562, -0.046903288788945605, -0.052751929716530914, 0.00891278578634942, -0.1560327931642407, -0.14833473594584973, 0.1122366296843369, -0.0932221062220276, 0.017319992370136584, 0.06472484886504248, -0.16810144658331416, -0.013430411332855947, 0.03444242071231652, 0.1966010513969467, 0.09172896023388685, -0.20936833542030686, 0.0695673344537954, 0.23365617143023554, -0.010446680439748512, 0.15715402206430024, 0.017371959751973115, -0.09630845870462076, 0.18911965343215498]",Lee,Sandoval
36,Elsie Duarte,Nachhaltige Stadtentwicklung und städtebaulicher Raumplanung,"Als Professor für Nachhaltige Stadtentwicklung habe ich über 20 Jahre lang erfahren, wie wir die urbanen Landschaften unserer Zeit nachhaltig gestalten können. Mein Fokus liegt auf der Integration von ökologischen, sozialen und wirtschaftlichen Aspekten bei der Planung städtischer Entwicklungen. Ich bin überzeugt, dass wir nur durch eine ganzheitliche Ansatzweise lebenswertere und nachhaltige Stadtumgebungen schaffen können. In meiner Arbeit unterstütze ich Stadtplaner und Entscheidungsträger bei der Umsetzung von Nachhaltigkeitsprojekten und trage so dazu bei, die Lebensqualität in urbanen Räumen zu verbessern.",ad2af090ecaade73550111c2e7a206fb31c1b199063fb845c8c13a9660b8e0f8,"[0.34172865604574765, 0.08984451849306196, -0.1588690996887796, 0.18328528966615298, 0.07736640288673464, -0.08024781622427632, 0.04635531181919133, -0.16654700943302808, -0.04915088461299471, -0.1046422768195471, -0.029199280137562657, -0.06615820710138398, -0.20850343332086327, 0.23499497441110262, -0.02056955618155149, 0.1572662622125634, -0.06202600949818712, 0.038068796736386974, 0.09438612503251506, -0.21957612542339838, -0.0011254881233370411, -0.22602627800977484, -0.12810487629221637, -0.09947818278617716, 0.06261683108618339]",Elsie,Duarte
28,Abdullah Rosario,Technologien und Anwendungen in der Smart City- und Energieinfrastruktur,"Als Wissenschaftler mit über 20 Jahren Erfahrung im Feld der Smart Cities und Energietechnologien habe ich eine breite Expertise in den Gebieten der Internet of Things (IoT), Big Data, erneuerbaren Energien und Smart Grids. Ich bin überzeugt von der Möglichkeit, die Lebensqualität durch Smart Cities zu verbessern, aber auch von den Herausforderungen wie Datenschutz und soziale Ungleichheit, die mit ihnen einhergehen können. Meine Forschungsorientierung liegt in der Entwicklung von Lösungen, um das Potenzial von Smart Cities zu nutzen, ohne die Risiken auszuhebeln. Ich bin stolz darauf, an einer Reihe von Bachelorarbeiten über dieses Thema mitgewirkt zu haben, und freu mich auf weitere Möglichkeiten, meine Expertise in diesem Feld zu nutzen.",d3e03f8c70f3ea9177fe1d88641171f5e70ef0cfd6ed5f7f6c5dff3dc58f7435,"[0.3476975562415108, -0.002729814202850741, -0.0075781139837442744, 0.11596358695157426, -0.018641792365439756, 0.03856993981341985, -0.10900335398024077, -0.22253389763886547, -0.10763479363875726, -0.021020364168129694, -0.29336006899265155, 0.017665895080410172, 0.01603962841563664, -0.0024726902829632943, -0.3203965933172768, -0.11247314089116564, 0.1320821271337212, -0.06415987446519344, -0.1934730728417611, 0.10186105310062914, -0.11739631515085673, -0.07978791690093667, -0.21467915987432143, 0.042890894162862306, 0.12140805302873167]",Abdullah,Rosario
5,Louisa Lang,Nachhaltige Technologie und Industrie,"Ihr wissenschaftlicher Betreuer ist der Prof. Dr. Ulrich Müller, ein angesehener Experte für nachhaltige Technologien und die Umsetzung von umweltfreundlichen Verfahren in verschiedenen Branchen. Er hat mehr als zwei Jahrzehnte im akademischen Bereich gearbeitet und verfasst zahlreiche Publikationen, die sich mit nachhaltiger Produktion und Nachhaltigkeit in der Industrie befassen. Seine Forschungsschwerpunkte umfassen die Entwicklung von Konzepten und Technologien zur Reduktion von CO2-Emissionen und der Schonung natürlicher Ressourcen. Er ist überzeugt, dass eine nachhaltige industrielle Entwicklung wesentlich zum Wohlergehen unserer Gesellschaft beiträgt und versucht, dies in seinen Forschungen zu unterstützen.",444c5879e01680ad6932ceb0b2fd00e3f6cf0ff800a178a4e99b0b9433cfd1ea,"[0.3583027694641373, 0.5311555497746361, 0.0303740592536192, -0.15464987652171305, 0.2308986118136636, -0.02955474947734967, 0.11611304567576247, 0.12556674924054972, -0.012635751233540125, -0.06600057884979321, 0.02655385617687468, 0.08344076922121178, 0.03544139759289664, 0.06673344766202186, 0.03604783389352068, 0.12380939611191923, -0.0004777180989674985, -0.0512724232855528, 0.032939017774348336, -0.0013175596136370113, -0.006217544754549885, 0.027558475616960683, 0.024398797105402676, -0.12523660662357045, -0.008977563369881226]",Louisa,Lang
59,Wells Good,Nachhaltiger Design und Nachhaltiges Kulturmanagement,"Als wissenschaftlicher Betreuerin bin ich spezialisiert auf nachhaltige Themen im Bereich Design und Kulturmanagement. Ich glaube, dass wir unsere Umwelt und die Gesellschaft durch nachhaltige Lösungen stärken können und ich versuche mit meiner Arbeit Beiträge zur Entwicklung nachhaltiger Strategien zu leisten. Ich habe über viele Jahre erfahren, wie Design und Kulturmanagement als Werkzeuge für Nachhaltigkeit eingesetzt werden können, und ich bin stolz darauf, an der Entwicklung von Nachhaltigkeitskonzepten beteiligt gewesen zu sein. Meine Studentinnen und Studenten profitieren von meiner Erfahrung und meiner Leidenschaft für nachhaltiges Denken und Handeln, was ihnen eine solide Grundlage für ihre eigene Arbeit liefert.",665693f2e57f25c554b77cb80e0dfba0b48edf17b139c5b8d254447d14eab830,"[0.4257135965167692, 0.1768997957763109, -0.2082886387883187, 0.06529014292612033, -0.0587319129985842, 0.022985538947342284, 0.0797428641617027, -0.05789517933555176, -0.08428919889556846, 0.09039179790480743, 0.17120876525516135, -0.022771000734909248, -0.03778522594506217, -0.02775987358634944, -0.03164733833440176, -0.03759672974464171, 0.09652677295307886, -0.03129819523215091, -0.0238409898458163, -0.1228727107428927, 0.09047157062662958, -0.06760795847660234, 0.06239509894779878, 0.08578832525552148, -0.06816601665228152]",Wells,Good
38,Nathalia Maddox,"Interaktives Design, Digitalisierung, User Experience (UX) und User Interface (UI) Design","Ihr Wissenschaftlicher Betreuer ist Dr. Maximilian Meier, ein erfahrener Forscher auf dem Gebiet des interaktiven Designs im Zeitalter der Digitalisierung. Er hat sich bereits in zahlreichen Publikationen und Projekten mit den Auswirkungen digitaler Technologien auf das Designprozess und die Entwicklung kreativer Produkte befasst. Als Leiter des UX/UI-Designteams von ABC-Tec, einer führenden Designagentur, hat er Erfahrung in der Anwendung praktischer Lösungen und ist ein wertvoller Ratgeber für Designer, die sich auf ihre Arbeit konzentrieren möchten. Seine Leidenschaft liegt dabei vor allem an der Entwicklung neuer, benutzerfreundlicher Interaktionsmuster, um Produkte mehr Nutzen und Freude zu bereiten.",8b1d4bae8c192425aa7780a3b0f69e2ad0e4084a74018c9561ecd38dc2024add,"[0.2980567227080671, 0.37531173031947773, 0.2791572655398449, -0.32841181053158147, 0.21971618683941413, 0.023921998558717295, -0.07426458717734584, -0.03550663322390932, -0.03269327651930234, 0.0005033912921238639, 0.05396088450057449, -0.016364765662762164, 0.018489681608153532, 0.06239029962348475, -0.04104656494043861, -0.0972604439454512, 0.03980774929653925, -0.15296631404095054, -0.08348847824189297, -0.015781976056020768, -0.017241714802008, 0.025879588998056403, -0.03320717493336425, 0.021165041984605164, 0.026109732579693803]",Nathalia,Maddox
29,Lyric Wiley,Energieeffizienz und Nachhaltige Produktionsprozesse,"Mit über zwanzig Jahren Erfahrung im Bereich Energieeffizienz habe ich mich auf die Förderung nachhaltiger und wirtschaftlich effizienter Produktionsprozesse spezialisiert. Ich bin überzeugt, dass Energieeffizienz nicht nur ökologische Vorteile bietet, sondern auch wirtschaftliche Einsparungen für Unternehmen ermöglicht. In meiner Arbeit habe ich untersucht, wie Unternehmen ihre Energieeffizienz verbessern und nachhaltige Produktionsprozesse implementieren können. Meine Forschung konzentriert sich auf die Analyse von energieeffizienten Technologien und Methoden in der industriellen Produktion und in der Gebäudetechnik. Ich bin überzeugt, dass eine nachhaltige Entwicklung nur durch eine effiziente Nutzung von Energietechnologien und Methoden erreicht werden kann.",367f2b9dfea51f4190582ac486b907f1ac75cae69910fb6bc211a5e53760f4cd,"[0.39574501419366803, 0.1375168654376988, -0.13006282703832728, 0.3183365663647311, 0.06552221765006176, 0.1454926659541577, -0.018040358041718458, 0.1646155339017023, 0.008678104732923547, 0.06807822567966165, -0.03873284861851861, -0.084515824412835, -0.08807757722668463, 0.0004812693449315764, 0.03256022808015177, -0.02229183941023533, 0.08113156853727763, -0.01856633212667362, 0.06967740957772266, -0.0098535182294524, 0.08151330140349383, 0.21347916092081778, -0.07118468806424567, 0.1455140469749812, -0.0010444949116193457]",Lyric,Wiley
65,Lauryn Baldwin,"Technologie, Informatik und Industrie (TII)","Ich habe mehr als zwanzig Jahre Erfahrung in der Forschung und Beratung im Bereich TII. Meine Arbeiten konzentrieren sich auf die Analyse von neuartigen Technologien und deren praktische Anwendung, insbesondere in Bezug auf die Industrie. Ich glaube an die Macht neuer Technologien, um die Wirtschaftlichkeit und Nachhaltigkeit von Unternehmen zu verbessern und den Fortschritt der Gesellschaft zu fördern. Meine Arbeiten basieren auf einer Kombination aus Literaturrecherche und empirischen Studien, wodurch ich eine umfassende Perspektive auf die Anwendung dieser Technologien in praktischen Kontexten gewinne. Es ist mir wichtig, empfindliche Themen wie ethische Fragen, die mit neuartigen Technologien einhergehen, zu diskutieren und Lösungen für diese Herausforderungen aufzusuchen.",a0e94320ed6c1796363c131b679dee67a35552aeb22913e1545c01a43c2fc303,"[0.4746337587895212, 0.01157015693700349, 0.13876757213593915, -0.001438140475524156, 0.2142364116444985, -0.08695972571227743, -0.04375397521299091, 0.0752546890726233, -0.051392651714547176, -0.03755791497438037, -0.08390990096494774, -0.08755514377260899, 0.3205400977630154, -0.05528210375273114, 0.16172223736314129, -0.07327898318227381, 0.04184571089575477, 0.11729297202860949, 0.02901654672423156, 0.08525040175543573, 0.0013667712034124571, 0.032305424267593974, 0.03360585049548593, 0.11290198849831891, -0.018393266600335363]",Lauryn,Baldwin
48,Jaiden Gallagher,Nachhaltige Bauingenieurwesen und Grüne Chemie,"Ich bin seit über zwanzig Jahren im Bereich Nachhaltigkeit tätig, sowohl in der Praxis als auch an der Universität. Mein Ziel ist es, die Zusammenarbeit von Architekten, Ingenieuren und Chemikern zur Entwicklung von energieautarken Gebäuden und umweltfreundlichen Synthesemethoden zu fördern. Ich glaube, dass eine integrierte Ansätze zur Reduktion des Energieverbrauchs und der Umweltauswirkungen in den verschiedenen Bereichen unserer Gesellschaft entscheidend für eine nachhaltige Entwicklung ist. Meine Arbeit an diesem Thema soll dazu beitragen, eine Zukunft zu gestalten, die für alle Menschen und die natürlichen Ressourcen besser ist.",5ff65a173b7f3ef5e9b52ebc56bdd8504d6657dd2bfdbcebf676a5a7b3d45b3f,"[0.43364305643406775, 0.2356919325148089, -0.2171994154295954, -0.026767239986592924, -0.2273145117687238, -0.031506464005999116, 0.10063057435105241, -0.021991405114723257, 0.08209025347799603, -0.0824117794912407, -0.06593591891878242, 0.14262193893322406, 0.1130742851378431, 0.02139166363734966, 0.00998495759836904, 0.001041175848452609, -0.0918829918430133, -0.022512685983717844, -0.05618554357609092, 0.2006299917060527, 0.04411613796907683, -0.06463468503383842, -0.024431778879370376, -0.06693227886567206, 0.020867114725447566]",Jaiden,Gallagher
3,Elliott Trejo,"Datennutzung in der Wirtschaft (Datengetriebene Geschäftsmodelle, Cloud Computing)","Als Professor für Datengetriebene Geschäftsmodelle habe ich über 20 Jahre Erfahrung in der Analyse von Unternehmen und deren Datennutzung. Ich bin spezialisiert auf die Untersuchung der Chancen und Herausforderungen, die durch das Nutzung großer Datenmengen entstehen. In meinen Arbeiten habe ich gezeigt, wie Unternehmen durch Datengetriebene Geschäftsmodelle Wettbewerbsvorteile erzielen können, jedoch auch die Notwendigkeit ethischer und gesetzlicher Fragen berücksichtigen müssen. Meine aktuelle Arbeit befass sich mit Cloud Computing und den Vorteilen und Risiken für Unternehmen, die dieses Technologie nutzen. Durch Fallstudien und Literaturrecherche habe ich gezeigt, dass Cloud Computing erhebliche Vorteile in Bezug auf Skalierbarkeit und Kostenbegrenzung bietet, jedoch auch Risiken wie Datenverlust und Abhängigkeit von Drittanbietern mit sich bringt. Meine Empfehlungen richten sich darauf, dass Unternehmen die Vorteile von Cloud Computing nutzen und die Risiken minimieren können.",4da9f7aa653063d12ad3906014505d570586daec04b8b64804127345fb51f996,"[0.3890181778085099, -0.09496280106056526, 0.046136432826934706, 0.19721544572307584, 0.14533894021140908, 0.1661053240517566, -0.05203982029308104, 0.03520998156310652, -0.06512787682804316, 0.01199966056503092, -0.10196902987619051, -0.19227259950515027, -0.007283932268527199, -0.03382730942789274, -0.18399799387911464, -0.1444930147361586, 0.0801248369345438, -0.06074647273279811, 0.087853240629639, -0.037155802884181736, 0.016856863041947053, 0.2807331320005612, 0.09416721091815347, 0.09931634648890973, -0.03898129652995311]",Elliott,Trejo
64,Wesson Hanson,"Künstliche Intelligenz und Maschinelles Lernen, Wirtschaftsinformatik","Als Wissenschaftler habe ich mich seit über zwei Jahrzehnten in der Entwicklung und Anwendung von Maschinellen Lernsystemen spezialisiert. Ich bin weltweit bekannt für meine Forschungen auf dem Gebiet der industriellen Anwendungen von KI und ML, insbesondere in der Wirtschaft. Mein persönliches Ziel ist es, Unternehmen zu unterstützen, ihre Geschäftsprozesse durch die Verwendung intelligenter Technologien effizienter und innovativer zu gestalten. Ich bin davon überzeugt, dass ML-Technologien erhebliche Chancen für Wirtschaft und Gesellschaft bieten und ich freue mich sehr darauf, an ihrer Entwicklung mitzuwirken.",2fa7bf8a5c3d1778997c9e1a62a8fc88cfbfdc627f8a78b4bbad9690592f39e6,"[0.4078768574266034, 0.12016663398475316, -0.028894885889573174, 0.03575818797120684, 0.03465034620278126, -0.015655007855157665, 0.1310776977026714, 0.03438479368986852, 0.06242498443350936, 0.08973457046305189, -0.1045122170931782, -0.1330364844460327, 0.12020300973909559, -0.07538137325519341, 0.024842356745191578, 0.0930994716859185, 0.2812808657625403, 0.19809417061378878, -0.13943185192894544, 0.05386053811685745, 0.020844302535454395, 0.005725389575406296, 0.07258078435492132, 0.11314792434122192, 0.0698403972230852]",Wesson,Hanson
45,Mariana Henson,Wirtschaftsinformatik mit Schwerpunkt Enterprise Resource Planning (ERP),"Ich habe während meiner akademischen Laufbahn auf dem Feld der ERP-Systeme in KMU eine breite Erfahrung gesammelt. Meine Forschungsinteressen liegen an der Untersuchung von Vorteilen und Herausforderungen bei der Implementierung von ERP-Systemen in kleineren und mittleren Unternehmen. Ich bin überzeugt, dass die effiziente Nutzung von Informationstechnologien einen wesentlichen Beitrag zur Steigerung von Effizienz und Produktivität in diesen Unternehmen leisten kann. In meinen Arbeiten versuche ich, den praktischen Aspekten dieser Themen gerecht zu werden, indem ich sowohl theoretische Ansätze als auch praktische Beispiele verwende.",705ea1180bb20ce2ff93f584b27a6046014938c7c2059f6ed9a7deb69aaa68c2,"[0.3658579384961455, 0.02712669486905868, 0.12720391330917027, 0.251400002536837, -0.059043327854562226, 0.06338812543629992, 0.011227339047319485, 0.0955189134117994, 0.09816646949057561, 0.039308172364487234, -0.09084921143976729, -0.07862460635518619, 0.0627078600959905, -0.11365725898475411, -0.2081772502161976, 0.24197766050945949, -0.1278285398863001, 0.10818107799545477, 0.2168760725067885, -0.051104317014384955, -0.22208586958536214, -0.01705479372608613, -0.047359961452933995, 0.18296263700061755, -0.22541424944871802]",Mariana,Henson
68,Bellamy McPherson,Nachhaltiger Tourismus und Regionalentwicklung,"In meiner Forschung und Praxis arbeite ich auf dem Feld des nachhaltigen Tourismus sowie der regionalen Entwicklung. Ich bin überzeugt, dass ein nachhaltiges Management von Destinationen entscheidend ist, um die negative Auswirkungen des Tourismus zu minimieren und die positiven Effekte zu maximieren. Meine Arbeit richtet sich insbesondere auf die Förderung der Umweltverträglichkeit, sozialen Wohlstand und wirtschaftlichen Erfolg von Destinationen im nationalen wie internationalen Kontext. Ich bin stolz darauf, dass ich in mehr als 20 Jahren an zahlreichen Projekten und Publikationen mitgewirkt habe, die den Tourismussektor unterstützen und fördern. Ich freue mich auf jede neue Zusammenarbeit und verbinde immer meine Leidenschaft für das Feld des nachhaltigen Tourismus mit dem Wunsch, Lösungen zu finden, die die Welt etwas besser machen.",a9ef434cbfee9d1b028046b75f510f5791f2587f8e919f4c753bf73dfa8562b0,"[0.4397034609325132, 0.07162576762437557, 0.073493725522793, -0.09307802694363981, -0.13586815857270804, 0.1254500641699, -0.07728508723134914, -0.17482146241968058, -0.012410293442867152, -0.07647129166824994, 0.06667528623829694, -0.11880819651876653, 0.07228648846047489, -0.023965416973688244, -0.010275237816555037, -0.11281734145055024, 0.15697115958480612, -0.10639086261923017, -0.12120951364123414, -0.02713073105495008, 0.0608759535136262, -0.04348463590320194, -0.29892214471027706, 0.09814982054031897, 0.08611906826294846]",Bellamy,McPherson
69,Emmaline Burke,"Erlebnismarketing im Tourismus, Digitalisierung im Tourismus","Ich habe mehr als 15 Jahre Erfahrung in der Tourismusindustrie und bin Forscher an den Schnittstellen zwischen digitalem Marketing, Erlebnisdesign und Kundenzufriedenheit. Mein persönliches Ziel ist es, Unternehmen im Tourismussektor mit praktikablen Strategien zu unterstützen, die sie auf dem Weg zur erfolgreichen Umsetzung erlebnisorientierter Marketingstrategien befinden. Mit meiner Forschung habe ich erkannt, dass eine hochwertige Kundenbindung und -erfahrung wesentlich für das Wachstum und die Loyalität von Tourismusunternehmen ist, und ich bin bestrebt, dies in meiner Arbeit zu unterstützen.",6255991a33a4b24f15abde2257b1bc568330823be042e5c48da9596f0014cba7,"[0.39725949481628003, 0.049639038457925305, 0.07938492361267, -0.11293468462176126, -0.06872746125418217, 0.19255723996408647, 0.3113020609130564, -0.036228197501309754, 0.10903587191424895, 0.18658322536498834, 0.04774173149691226, 0.036214406225902385, 0.017207977512651945, 0.0486904761635906, 0.030061460062669923, 0.007484611825633769, 0.13392661372778164, 0.06063139555592464, 0.057359060838678984, -0.23384563645590278, 0.10820245540340773, 0.17329351156813835, -0.05101148112715281, -0.07064314380117741, 0.11623610029073801]",Emmaline,Burke
55,Jax Clay,Gamification und Digitalisierung im Freizeitbereich und in sozialen Netzwerken,"Als Wissenschaftlicher Betreuer habe ich über viele Jahre Erfahrung mit der Anwendung von Gamification in verschiedenen Bereichen gesammelt. Ich bin fasziniert von der Möglichkeit, Spielelemente für eine verbesserte Nutzerinteraktion einzusetzen und die Teilnahme an Freizeitangeboten und sozialen Netzwerken zu steigern. Meine Arbeit konzentriert sich auf den Einfluss von Gamification auf Motivation, Engagement und Nutzungsdynamiken in diesen Bereichen. Ich glaube, dass Gamification nicht nur Spaß macht, sondern auch tiefgründige Veränderungen in unserer Interaktion mit Technologien bringt. Meine Forschungslaufbahn wurde von der Kombination aus Psychologie und Informatik geprägt und ich bin stolz darauf, dass ich die Möglichkeiten von Gamification im Freizeitbereich und in sozialen Netzwerken weiter erforsche und unterstütze.",7caa2ea6081d4ed7187a48e78296fa1c55df0e74b2c04ae9de755c59eeb5451b,"[0.39237131908623935, 0.08146128156825959, 0.006156475564459407, 0.07183378772867946, -0.03860932270214117, 0.06560824270991834, -0.10280330936453656, -0.06600818103314515, 0.13142100541118384, -0.27804669459933384, -0.16515298044783602, -0.0343076750057762, -0.07755019243670797, 0.19166627010991735, 0.0638839721519212, 0.03646249154136158, -0.044049166621451814, 0.19365053988794267, -0.004263872369302395, 0.07159985866563653, 0.24973306172153595, 0.001084104990244047, 0.0786141405363831, 0.08653213074697785, -0.2116888711678486]",Jax,Clay
